FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2019,Count,People,471310,Age structure - Young,Children (under 16 years),Male
S92000003,2019,Count,People,574125,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2018,Count,People,1717769,Age structure - Young,Working Age (16 - 64),Male
S92000003,2019,Count,People,1773441,Age structure - Young,Working Age (16 - 64),Female
S92000003,2037,Count,People,145550,Age structure - Young,15-19 years,Male
S92000003,2034,Count,People,178634,Age structure - Young,70-74 years,Female
S92000003,2018,Count,People,459846,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2018,Count,People,471136,Age structure - Young,Children (under 16 years),Male
S92000003,2018,Count,People,566268,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2019,Count,People,448270,Age structure - Young,Children (under 16 years),Female
S92000003,2018,Count,People,448366,Age structure - Young,Children (under 16 years),Female
S92000003,2036,Count,People,168333,Age structure - Young,60-64 years,Female
S92000003,2036,Count,People,184469,Age structure - Young,50-54 years,Female
S92000003,2036,Count,People,155065,Age structure - Young,60-64 years,Male
S92000003,2036,Count,People,173788,Age structure - Young,50-54 years,Male
S92000003,2036,Count,People,139800,Age structure - Young,10-14 years,Female
S92000003,2036,Count,People,144773,Age structure - Young,5-9 years,Male
S92000003,2036,Count,People,179800,Age structure - Young,35-39 years,Female
S92000003,2036,Count,People,195091,Age structure - Young,40-44 years,Female
S92000003,2036,Count,People,185357,Age structure - Young,35-39 years,Male
S92000003,2036,Count,People,166933,Age structure - Young,55-59 years,Female
S92000003,2036,Count,People,157866,Age structure - Young,55-59 years,Male
S92000003,2036,Count,People,182081,Age structure - Young,25-29 years,Male
S92000003,2036,Count,People,178286,Age structure - Young,25-29 years,Female
S92000003,2036,Count,People,134456,Age structure - Young,0-4 years,Female
S92000003,2036,Count,People,167612,Age structure - Young,30-34 years,Female
S92000003,2036,Count,People,171804,Age structure - Young,30-34 years,Male
S92000003,2036,Count,People,137867,Age structure - Young,15-19 years,Female
S92000003,2036,Count,People,147155,Age structure - Young,10-14 years,Male
S92000003,2036,Count,People,141200,Age structure - Young,0-4 years,Male
S92000003,2035,Count,People,36633,Age structure - Young,90 years and over,Female
S92000003,2035,Count,People,22177,Age structure - Young,90 years and over,Male
S92000003,2035,Count,People,189076,Age structure - Young,35-39 years,Male
S92000003,2035,Count,People,178760,Age structure - Young,25-29 years,Male
S92000003,2035,Count,People,198885,Age structure - Young,40-44 years,Female
S92000003,2035,Count,People,166484,Age structure - Young,30-34 years,Female
S92000003,2035,Count,People,144944,Age structure - Young,5-9 years,Male
S92000003,2035,Count,People,175346,Age structure - Young,25-29 years,Female
S92000003,2035,Count,People,160506,Age structure - Young,70-74 years,Male
S92000003,2035,Count,People,123410,Age structure - Young,75-79 years,Male
S92000003,2035,Count,People,145226,Age structure - Young,75-79 years,Female
S92000003,2035,Count,People,170563,Age structure - Young,30-34 years,Male
S92000003,2035,Count,People,182476,Age structure - Young,35-39 years,Female
S92000003,2036,Count,People,198041,Age structure - Young,45-49 years,Female
S92000003,2036,Count,People,196309,Age structure - Young,40-44 years,Male
S92000003,2035,Count,People,188892,Age structure - Young,45-49 years,Male
S92000003,2036,Count,People,193274,Age structure - Young,45-49 years,Male
S92000003,2036,Count,People,137656,Age structure - Young,5-9 years,Female
S92000003,2035,Count,People,171899,Age structure - Young,50-54 years,Male
S92000003,2035,Count,People,183320,Age structure - Young,50-54 years,Female
S92000003,2035,Count,People,137813,Age structure - Young,5-9 years,Female
S92000003,2035,Count,People,198515,Age structure - Young,40-44 years,Male
S92000003,2035,Count,People,194242,Age structure - Young,45-49 years,Female
S92000003,2038,Count,People,188512,Age structure - Young,50-54 years,Female
S92000003,2038,Count,People,157889,Age structure - Young,60-64 years,Female
S92000003,2038,Count,People,144506,Age structure - Young,5-9 years,Male
S92000003,2038,Count,People,166546,Age structure - Young,55-59 years,Male
S92000003,2034,Count,People,36154,Age structure - Young,90 years and over,Female
S92000003,2038,Count,People,146562,Age structure - Young,60-64 years,Male
S92000003,2038,Count,People,111896,Age structure - Young,80-84 years,Female
S92000003,2038,Count,People,156033,Age structure - Young,75-79 years,Female
S92000003,2038,Count,People,132242,Age structure - Young,75-79 years,Male
S92000003,2038,Count,People,177579,Age structure - Young,55-59 years,Female
S92000003,2038,Count,People,179390,Age structure - Young,50-54 years,Male
S92000003,2035,Count,People,146762,Age structure - Young,15-19 years,Male
S92000003,2035,Count,People,138492,Age structure - Young,15-19 years,Female
S92000003,2034,Count,People,70376,Age structure - Young,85-89 years,Female
S92000003,2035,Count,People,170588,Age structure - Young,20-24 years,Female
S92000003,2035,Count,People,174490,Age structure - Young,20-24 years,Male
S92000003,2035,Count,People,134366,Age structure - Young,0-4 years,Female
S92000003,2034,Count,People,21568,Age structure - Young,90 years and over,Male
S92000003,2034,Count,People,51408,Age structure - Young,85-89 years,Male
S92000003,2034,Count,People,102949,Age structure - Young,80-84 years,Female
S92000003,2034,Count,People,82537,Age structure - Young,80-84 years,Male
S92000003,2038,Count,People,176633,Age structure - Young,35-39 years,Male
S92000003,2038,Count,People,197970,Age structure - Young,45-49 years,Male
S92000003,2038,Count,People,172388,Age structure - Young,35-39 years,Female
S92000003,2038,Count,People,202112,Age structure - Young,45-49 years,Female
S92000003,2038,Count,People,167218,Age structure - Young,20-24 years,Male
S92000003,2038,Count,People,137412,Age structure - Young,5-9 years,Female
S92000003,2036,Count,People,145497,Age structure - Young,15-19 years,Male
S92000003,2036,Count,People,172340,Age structure - Young,20-24 years,Male
S92000003,2036,Count,People,167737,Age structure - Young,20-24 years,Female
S92000003,2038,Count,People,193483,Age structure - Young,40-44 years,Male
S92000003,2038,Count,People,188396,Age structure - Young,40-44 years,Female
S92000003,2038,Count,People,183153,Age structure - Young,70-74 years,Female
S92000003,2038,Count,People,160086,Age structure - Young,70-74 years,Male
S92000003,2038,Count,People,183703,Age structure - Young,25-29 years,Male
S92000003,2038,Count,People,161525,Age structure - Young,65-69 years,Male
S92000003,2038,Count,People,181245,Age structure - Young,65-69 years,Female
S92000003,2038,Count,People,146650,Age structure - Young,15-19 years,Male
S92000003,2038,Count,People,162234,Age structure - Young,20-24 years,Female
S92000003,2038,Count,People,179138,Age structure - Young,25-29 years,Female
S92000003,2038,Count,People,178924,Age structure - Young,30-34 years,Male
S92000003,2038,Count,People,174472,Age structure - Young,30-34 years,Female
S92000003,2020,Count,People,188359,Age structure - Young,30-34 years,Female
S92000003,2020,Count,People,164663,Age structure - Young,40-44 years,Female
S92000003,2020,Count,People,189542,Age structure - Young,25-29 years,Male
S92000003,2020,Count,People,181418,Age structure - Young,35-39 years,Female
S92000003,2020,Count,People,159391,Age structure - Young,40-44 years,Male
S92000003,2043,Count,People,189042,Age structure - Young,45-49 years,Female
S92000003,2043,Count,People,145105,Age structure - Young,5-9 years,Male
S92000003,2043,Count,People,192550,Age structure - Young,45-49 years,Male
S92000003,2020,Count,People,185476,Age structure - Young,30-34 years,Male
S92000003,2043,Count,People,137974,Age structure - Young,5-9 years,Female
S92000003,2020,Count,People,188819,Age structure - Young,25-29 years,Female
S92000003,2020,Count,People,142638,Age structure - Young,15-19 years,Male
S92000003,2020,Count,People,173194,Age structure - Young,20-24 years,Male
S92000003,2020,Count,People,170824,Age structure - Young,60-64 years,Male
S92000003,2020,Count,People,168468,Age structure - Young,20-24 years,Female
S92000003,2020,Count,People,136323,Age structure - Young,15-19 years,Female
S92000003,2020,Count,People,173393,Age structure - Young,35-39 years,Male
S92000003,2020,Count,People,151641,Age structure - Young,10-14 years,Male
S92000003,2020,Count,People,145927,Age structure - Young,10-14 years,Female
S92000003,2043,Count,People,146800,Age structure - Young,70-74 years,Male
S92000003,2043,Count,People,127034,Age structure - Young,80-84 years,Female
S92000003,2043,Count,People,163160,Age structure - Young,75-79 years,Female
S92000003,2043,Count,People,182584,Age structure - Young,35-39 years,Male
S92000003,2043,Count,People,136297,Age structure - Young,75-79 years,Male
S92000003,2043,Count,People,174542,Age structure - Young,60-64 years,Female
S92000003,2043,Count,People,101001,Age structure - Young,80-84 years,Male
S92000003,2043,Count,People,161865,Age structure - Young,60-64 years,Male
S92000003,2043,Count,People,76392,Age structure - Young,85-89 years,Female
S92000003,2043,Count,People,55740,Age structure - Young,85-89 years,Male
S92000003,2043,Count,People,188616,Age structure - Young,30-34 years,Male
S92000003,2043,Count,People,201630,Age structure - Young,50-54 years,Female
S92000003,2043,Count,People,177992,Age structure - Young,35-39 years,Female
S92000003,2043,Count,People,196081,Age structure - Young,50-54 years,Male
S92000003,2043,Count,People,187026,Age structure - Young,55-59 years,Female
S92000003,2043,Count,People,174183,Age structure - Young,40-44 years,Female
S92000003,2043,Count,People,177770,Age structure - Young,40-44 years,Male
S92000003,2043,Count,People,175391,Age structure - Young,25-29 years,Male
S92000003,2043,Count,People,184130,Age structure - Young,30-34 years,Female
S92000003,2042,Count,People,173928,Age structure - Young,35-39 years,Female
S92000003,2042,Count,People,181635,Age structure - Young,40-44 years,Male
S92000003,2042,Count,People,178558,Age structure - Young,35-39 years,Male
S92000003,2041,Count,People,96475,Age structure - Young,80-84 years,Male
S92000003,2042,Count,People,177487,Age structure - Young,40-44 years,Female
S92000003,2042,Count,People,160906,Age structure - Young,20-24 years,Male
S92000003,2042,Count,People,191703,Age structure - Young,45-49 years,Female
S92000003,2042,Count,People,171340,Age structure - Young,25-29 years,Female
S92000003,2042,Count,People,193378,Age structure - Young,45-49 years,Male
S92000003,2042,Count,People,137656,Age structure - Young,5-9 years,Female
S92000003,2041,Count,People,136967,Age structure - Young,75-79 years,Male
S92000003,2042,Count,People,139758,Age structure - Young,10-14 years,Female
S92000003,2041,Count,People,121126,Age structure - Young,80-84 years,Female
S92000003,2042,Count,People,147122,Age structure - Young,10-14 years,Male
S92000003,2042,Count,People,143533,Age structure - Young,15-19 years,Female
S92000003,2041,Count,People,72230,Age structure - Young,85-89 years,Female
S92000003,2041,Count,People,52804,Age structure - Young,85-89 years,Male
S92000003,2041,Count,People,153618,Age structure - Young,70-74 years,Male
S92000003,2041,Count,People,163280,Age structure - Young,75-79 years,Female
S92000003,2020,Count,People,144651,Age structure - Young,65-69 years,Male
S92000003,2020,Count,People,145050,Age structure - Young,5-9 years,Female
S92000003,2020,Count,People,155898,Age structure - Young,65-69 years,Female
S92000003,2020,Count,People,169459,Age structure - Young,45-49 years,Male
S92000003,2020,Count,People,180425,Age structure - Young,45-49 years,Female
S92000003,2020,Count,People,181900,Age structure - Young,60-64 years,Female
S92000003,2020,Count,People,193493,Age structure - Young,55-59 years,Male
S92000003,2043,Count,People,44590,Age structure - Young,90 years and over,Female
S92000003,2043,Count,People,28914,Age structure - Young,90 years and over,Male
S92000003,2042,Count,People,188828,Age structure - Young,30-34 years,Male
S92000003,2042,Count,People,184650,Age structure - Young,30-34 years,Female
S92000003,2042,Count,People,177925,Age structure - Young,25-29 years,Male
S92000003,2042,Count,People,150897,Age structure - Young,15-19 years,Male
S92000003,2042,Count,People,157601,Age structure - Young,20-24 years,Female
S92000003,2020,Count,People,206001,Age structure - Young,55-59 years,Female
S92000003,2020,Count,People,189534,Age structure - Young,50-54 years,Male
S92000003,2020,Count,People,203515,Age structure - Young,50-54 years,Female
S92000003,2020,Count,People,152798,Age structure - Young,5-9 years,Male
S92000003,2039,Count,People,201424,Age structure - Young,45-49 years,Female
S92000003,2039,Count,People,192389,Age structure - Young,40-44 years,Male
